gene	logFC	pval	adj_pval
A1BG	-1.2360297951187	7.65471624497001e-12	3.39910226429975e-11
AADAT	-2.41080291778972	2.79402518775688e-28	1.20533957063543e-26
AASS	-1.26623923438982	1.845571136531e-12	8.79326196438173e-12
ABCA8	-2.09260533414012	5.41175678614452e-16	4.00162406762338e-15
ABCA9	-1.32709945530499	2.60546508148203e-17	2.29921592670052e-16
ABCB4	-1.04111727326471	1.87132344356331e-11	7.98392979303516e-11
ABCC4	1.20745294513929	5.6559144920498e-15	3.70067929750936e-14
ABCC9	-1.42427084899771	3.77394977677705e-20	4.96789025161197e-19
ABCG2	-1.37676856112457	9.31219361434747e-13	4.58505760100869e-12
ABI3BP	-1.87855754799953	2.36498896344334e-18	2.39840415464425e-17
ACAA1	-1.13682958516438	2.66730924076701e-26	8.41212755250991e-25
ACACA	1.04101463598501	1.12514780177532e-25	3.25842803394133e-24
ACADL	-1.92072855110941	2.00602719027233e-14	1.22270734891709e-13
ACADS	-1.34970433632353	8.24290051173679e-28	3.23728253116606e-26
ACCN2	1.06032177631583	4.62506102449114e-10	1.6801159725093e-09
ACE2	-1.59845765343565	2.11650494718245e-09	7.12720735702369e-09
ACMSD	-1.08826625963004	2.24117469685357e-10	8.43581398101392e-10
ACOT12	-1.49946328978769	1.47732965540293e-15	1.04063000938111e-14
ACSL4	1.43548365496339	2.79089109484777e-13	1.46466809049496e-12
ACSM3	-1.96362655138136	8.51199171417955e-22	1.42740872129424e-20
ACTN2	1.44672180348785	3.11958332430899e-10	1.15618298500764e-09
ADAMTS1	-1.70498087330938	8.1752817979523e-26	2.39673930456869e-24
ADAMTS13	-2.62833496197169	3.0736164386562e-48	2.22529830158709e-45
ADAMTS2	-1.36523165743636	1.8946904285885e-27	7.12198307378232e-26
ADAMTSL2	-1.67438430312771	9.7374888781752e-29	4.46690536637392e-27
ADAMTSL3	-1.50166273307521	7.78974609574193e-22	1.31423355609214e-20
ADCY6	1.05583829874242	3.07837051931405e-28	1.31102367999022e-26
ADFP	-1.14007009446279	1.39954479781341e-22	2.61856404193133e-21
ADH1A	-1.15757617908152	6.68077144743963e-12	2.99054317588077e-11
ADH1B	-1.43793856165145	1.16491747709179e-12	5.68029453251316e-12
ADH1C	-1.22219150632111	9.44177797510816e-11	3.72569874031993e-10
ADH4	-2.6364212541999	7.3212959453237e-19	8.07378940937287e-18
ADH6	-1.17327316336371	5.24689296796307e-16	3.89181566603657e-15
ADM2	1.96112878842839	1.31418733512477e-20	1.84986031314435e-19
ADORA3	-2.27616216246556	6.90066941275962e-28	2.75563422209288e-26
ADRA1A	-2.79651268120966	4.89216615587019e-23	9.76790777308758e-22
ADRA1B	-1.002744725093	2.96313100224945e-22	5.32276779390053e-21
ADRA2B	-1.5113956718898	3.04829107443428e-33	2.60308425494767e-31
ADRB1	-1.58922491848687	9.58396692836765e-14	5.30382908910529e-13
AEBP1	-1.30245177250687	5.45671423617193e-09	1.75483208692034e-08
AFM	-1.96105517168641	8.44796201499387e-16	6.09776608035015e-15
AFP	1.76110783479142	1.84131712673459e-08	5.5697752578355e-08
AGBL3	1.15701332123304	4.88124231714374e-21	7.35587756245046e-20
AGPAT1	1.03251453221551	2.36365912571112e-29	1.18197152436461e-27
AGTR1	-1.00804389495464	4.83240318684791e-22	8.40848253577757e-21
AGTRL1	-1.36705462511119	1.72152118745231e-13	9.2354287414484e-13
AGXT2	-1.64261890190268	2.16857214815556e-14	1.3160008531737e-13
AGXT2L1	-1.34019945155788	1.9823555893374e-11	8.42526423523388e-11
AIM2	-1.07345292110358	7.63615413034291e-09	2.40875778340373e-08
AJAP1	-1.1981264515526	4.37740563301937e-25	1.17568642904901e-23
AKAP12	-1.68210396009719	1.12054069300497e-21	1.85295368618855e-20
AKR1B10	2.20876233524481	2.13207411499241e-09	7.17818401998658e-09
AKR1D1	-2.18226170429025	6.04387766503431e-16	4.44338414473075e-15
AKR7A3	-2.14016531003287	8.82380085587436e-15	5.62534195451837e-14
ALDH1A3	-1.46233175740625	2.90775233836855e-10	1.08104246346312e-09
ALDH1L1	-1.11427889028673	6.84264853811587e-08	1.943769762141e-07
ALDH3A1	1.07192013082418	2.13737093185902e-05	4.58004127619565e-05
ALDH6A1	-1.59876516720802	1.27948851647141e-24	3.18475975729177e-23
ALDH8A1	-1.45530308095954	4.50154721556948e-16	3.37504566563093e-15
ALLC	-1.85845388848167	1.11864557399864e-28	5.07566378698237e-27
ALOX15B	1.09309739675309	3.19143556130057e-08	9.40597964013753e-08
ALPK3	1.21096447517188	2.64129074013165e-13	1.38966108703546e-12
ALPL	-1.77417321843648	6.02921664897557e-20	7.72296274144163e-19
AMPD1	-1.95660890381185	5.73922641013501e-21	8.5789585441264e-20
ANGPTL1	-1.99798284408892	6.2717438889707e-28	2.5348805640568e-26
ANGPTL3	-1.02137431419851	1.21697337403686e-13	6.65300086160924e-13
ANGPTL4	-1.1910927886921	6.26837048058268e-14	3.55157894667107e-13
ANGPTL6	-2.20704374748806	3.1561638247119e-44	1.11822212785325e-41
ANK2	-1.23268547851952	3.59373597442547e-13	1.85962993928319e-12
ANK3	-1.90244496727308	6.03905513961462e-23	1.18868021495109e-21
ANKRD29	1.04194558347697	1.08688623319017e-09	3.78636601570767e-09
ANKRD37	-1.20079727848131	1.36135402393915e-14	8.49354335205496e-14
ANKRD38	-1.12668780523186	2.23210034427763e-05	4.77320340733415e-05
ANKRD43	1.37842748724077	1.88029255485198e-15	1.30624245404235e-14
ANKRD55	-2.82097078548744	2.70889717239728e-41	6.26507718260549e-39
ANLN	3.62393104247262	1.55190414901692e-47	9.22939567479633e-45
ANTXR2	-1.14590702211504	8.18579200230165e-24	1.84451702871891e-22
ANXA10	-2.37591104009908	3.38599459631986e-22	6.02388696772632e-21
ANXA3	-2.47110499027012	2.4023449441393e-30	1.36999479485643e-28
ANXA8	-2.11476026536271	6.92592662253979e-23	1.3504745915519e-21
AOX1	-1.11115558298452	3.66154849091363e-09	1.20236847703991e-08
APBA2BP	1.38393448252135	1.75550906949318e-36	2.23150664314507e-34
APCDD1	-1.6584301952669	2.95862014801989e-16	2.26723160169476e-15
APOA4	-1.99754138558874	4.89350502658193e-21	7.3676894848682e-20
APOA5	-1.9335543195135	5.46147651090271e-16	4.03520488282384e-15
APOBEC3A	-1.18175337624181	6.40420159924239e-13	3.20537315992138e-12
APOBEC3B	1.10174232675706	9.115025069832e-08	2.55441597884286e-07
APOC4	-1.39996328561158	4.12227816849e-11	1.69157654168791e-10
APOF	-3.19630175528775	8.31011918189431e-23	1.59424083660028e-21
AQP4	-1.04024236677058	1.71252602691436e-13	9.19013322596773e-13
AQP7	-1.44253444116719	4.61022649065722e-27	1.63339343664732e-25
AQP7P1	-1.33374895409444	1.59022726933039e-12	7.63565873382056e-12
AQP9	-1.21075619357796	5.05350251868838e-09	1.6305158678783e-08
AR	-1.0252083643362	9.73690172337769e-08	2.72090766064248e-07
AREG	-1.4981608451085	7.4819244853508e-16	5.43344991408903e-15
ARHGAP10	-1.61164625488562	5.52488141176386e-29	2.64368750772103e-27
ARHGAP11A	1.10621635215802	4.55491257599697e-27	1.62069239776713e-25
ARHGAP15	-1.20013607079852	1.78258731755802e-17	1.61675620980262e-16
ARHGAP20	-1.22027835476878	6.38182738654322e-13	3.19513498619115e-12
ARHGAP9	-1.02265000639369	1.06251174524535e-13	5.84118375101536e-13
ARID3A	1.25888014086846	7.16967391478837e-13	3.56919013539778e-12
ARL14	-1.31078819217083	1.46315007916111e-07	4.00993665539679e-07
ARMC6	-1.03344846586537	2.99599289664507e-16	2.29270559351718e-15
ARSF	-1.12516166725556	2.78474149932179e-12	1.29855825949892e-11
ART4	-1.08430718365592	9.23113531982617e-10	3.23818970604056e-09
ASAHL	-1.4324986518503	7.05167975387891e-28	2.80920026941607e-26
ASF1B	2.25917590705826	6.33889407626437e-34	5.98717122938855e-32
ASPA	-2.34243499260289	2.07589022940945e-26	6.67330581083515e-25
ASPM	3.40811962935634	9.57239461302805e-46	4.6882210322395e-43
ASPN	-1.4345932913577	6.65894444082496e-14	3.75498621160235e-13
ATAD2	1.68054969091456	3.86907477509043e-29	1.88385477060836e-27
ATAD5	1.03702429134551	1.03621444262526e-21	1.72550428985958e-20
ATF3	-1.27956341389237	8.98101637408901e-19	9.74914502355477e-18
ATF5	-1.38200016617998	3.78493540611294e-13	1.95250137492542e-12
ATOH8	-1.8756881678625	2.85656325666156e-28	1.229134143409e-26
ATP6V0D2	1.70624632787639	4.83641815544912e-16	3.60662942787903e-15
AURKA	2.06761141191266	4.67845127610953e-37	6.43847691320461e-35
AURKB	2.01411224417237	3.52206170308055e-34	3.42978780583025e-32
AXL	-1.64027475938443	1.77768348420349e-25	5.03435125492458e-24
AXUD1	-1.34006893030621	1.343279079549e-33	1.20909639095405e-31
B3GAT1	-1.07991849372113	1.79932948651324e-16	1.43292370202862e-15
B3GNT5	1.24055473500742	3.66732712277612e-13	1.89594322410643e-12
BACH2	-1.04726193533213	1.96797316339985e-14	1.20127159519554e-13
BAI3	-1.96345355208901	1.61514204089268e-39	3.24040304396927e-37
BAIAP2L2	1.02625983365626	3.59135160904171e-11	1.48395004947302e-10
BASP1	-1.44785872606011	9.60842120026109e-21	1.38168764962649e-19
BBOX1	-2.19261796105523	3.53096970593623e-13	1.82828692609608e-12
BCAT1	1.0215497131863	7.49278141214536e-12	3.33707753585884e-11
BCAT2	1.11537086469417	1.65581126685004e-20	2.30155001799556e-19
BCDO2	-1.34747572089446	3.56913558705092e-27	1.28586596032386e-25
BCHE	-2.24142791386832	1.95240654673568e-17	1.75547914774528e-16
BCKDHB	-1.19028598504151	5.75827567113394e-21	8.59971358526658e-20
BCL2A1	-1.2665453921265	9.57408560477369e-14	5.30012212402565e-13
BCL9	1.49446013445623	2.88028164446951e-28	1.23614561710583e-26
BDH2	-1.1202841103025	4.16124490138478e-16	3.13259720153072e-15
BET3L	-1.24987487273441	2.18300872843928e-23	4.61312961243285e-22
BEX1	-2.54730582441595	6.94716323476248e-15	4.48388225524282e-14
BGN	-1.54915597144671	2.81687656636146e-18	2.82230015541823e-17
BHLHB5	-1.86352217561543	4.63573395746725e-18	4.51956919553541e-17
BHMT	-1.36284234791476	1.02982926100571e-11	4.5068901062463e-11
BIRC5	3.16909540758114	3.45848807102426e-43	9.59845722644933e-41
BLM	1.33818522814891	5.87921227240422e-20	7.54823768389168e-19
BMP5	-2.34865650339167	3.70331407067203e-44	1.28474137301731e-41
BMP6	-1.44633210999906	1.29747624437298e-28	5.7923792014206e-27
BMPER	-4.71628696622361	1.04311177068136e-57	2.48141388648371e-54
BPIL1	1.30448377474235	2.14174100274569e-07	5.74488904280303e-07
BRCA1	1.26252766349917	3.63237505634468e-20	4.79669384918728e-19
BRIP1	1.20170188741201	2.50370263633508e-22	4.54652740460761e-21
BRUNOL5	1.18647334084455	3.59751052221308e-07	9.43100522920217e-07
BTBD14A	1.23180475107077	1.85572162829498e-31	1.24602728041807e-29
BUB1	3.05828280972796	2.2296810160043e-39	4.23714323236546e-37
BUB1B	2.52716589994223	1.57124607112518e-38	2.54023199770646e-36
C10orf108	-1.1084792607704	1.60475778715198e-23	3.47495795470153e-22
C10orf116	-1.82271350046032	2.10325183427246e-17	1.88297578195188e-16
C10orf33	-1.35671172411711	5.86286556006653e-14	3.34343963377493e-13
C10orf65	-1.65940366780547	7.62328645529848e-19	8.37354657345846e-18
C11orf82	1.31907473455728	2.68023940609963e-25	7.4015500149869e-24
C12orf34	1.38517419211285	1.68358864258714e-20	2.33625983969675e-19
C12orf48	2.09843970352944	6.58511236016074e-38	1.02481580393829e-35
C13orf18	-1.07938293330056	6.75519963621573e-15	4.36844987736949e-14
C13orf3	2.76615950675246	1.25043919840681e-39	2.57065599158891e-37
C13orf34	1.13066357351008	1.27409729941552e-18	1.35740679653661e-17
C14orf105	-1.38138518883621	3.03536800017336e-15	2.05050498737877e-14
C14orf140	-1.29524446333468	6.0556687394657e-32	4.25480995145919e-30
C14orf68	-3.45656687595469	3.11750931485294e-27	1.13346648713823e-25
C15orf42	1.52627722316372	3.96093722714105e-28	1.65722428910434e-26
C15orf43	-1.51895987670566	4.34690485817898e-16	3.26351035610443e-15
C16orf54	-1.14748496140994	3.56534451219532e-15	2.39492201763116e-14
C16orf75	1.55175569798823	1.29353618302252e-17	1.1907111398392e-16
C17orf42	1.13584001477177	9.15864298941496e-20	1.13643608837361e-18
C17orf87	-1.69706241766462	2.55581441344787e-27	9.39501580855053e-26
C18orf23	-1.52508287461652	1.16962119428371e-18	1.25251010464388e-17
C18orf24	3.5857496293131	7.56790757052712e-44	2.44176973342827e-41
C1QA	-1.13815597035631	4.89649933432808e-16	3.64979887713658e-15
C1QB	-1.28465764861348	2.76008267542594e-18	2.77374150339123e-17
C1QC	-1.06270444514443	5.16541688026855e-17	4.37337594497095e-16
C1QTNF1	-2.10246447881859	1.72823293130839e-29	8.90976308735211e-28
C1QTNF7	-1.36850399691953	1.20110495223314e-18	1.28374837385021e-17
C1orf112	1.27361304972253	1.13705456198728e-26	3.82509748812367e-25
C1orf162	-1.56209263818169	1.65931172951383e-27	6.26550088885812e-26
C1orf168	-1.00830200562373	1.96375537868498e-13	1.04809149249559e-12
C1orf179	-1.03249434747058	1.10502004692476e-11	4.82327492041709e-11
C1orf2	1.48099061363345	8.54340394813916e-37	1.14729647213237e-34
C1orf34	2.02065752868554	1.81036325506873e-22	3.33475319949165e-21
C1orf38	-1.11905703735149	3.30269472241116e-19	3.81654909906944e-18
C1orf51	1.06599070783775	7.20272082767800e-12	3.2112371411645e-11
C1orf67	1.83863095387496	2.84241272954951e-35	3.1554571181639e-33
C1orf85	1.17008007467956	6.68950211088331e-32	4.68040290548021e-30
C20orf118	1.38680144921456	1.22653764908942e-13	6.69943607904409e-13
C21orf15	-1.02547119920292	2.78909040832878e-21	4.39809976131541e-20
C21orf34	-1.00425612371729	1.78874741640401e-12	8.54207685057633e-12
C21orf62	-1.27595303746918	1.49539293993569e-27	5.72360502048884e-26
C22orf29	1.05869116078511	4.16112480289373e-26	1.27607827288741e-24
C22orf37	1.07076319342272	2.93742995450883e-18	2.93601942391842e-17
C2orf27	1.03456933341063	5.31223532096554e-19	5.9759332643539e-18
C2orf40	-2.54597290662238	4.26430762888991e-30	2.35129968994287e-28
C3orf32	1.60314583819122	2.55760288945505e-09	8.53491048400913e-09
C4orf31	-1.05819641757738	1.36411902342571e-15	9.64147282601224e-15
C5orf23	-1.08924580381616	6.42718758392618e-12	2.88167818113998e-11
C5orf27	-2.79444590131877	2.27424598272862e-15	1.55910844398506e-14
C5orf34	2.03192847716874	2.80988077451153e-33	2.41186261119412e-31
C6	-1.38871559010372	1.66577731642224e-13	8.96526304882454e-13
C6orf117	1.70944316135377	1.22089158025211e-11	5.30539838057361e-11
C6orf145	-1.14079692196994	1.58217606368801e-24	3.8858990873942e-23
C6orf167	1.37693049692707	1.57414494849033e-25	4.49616838460738e-24
C6orf173	2.24214481304647	2.42323762542547e-41	5.68334548430773e-39
C6orf26	1.07907136156416	7.95812796201916e-23	1.53378179193916e-21
C6orf97	1.25555797658784	6.55177530551458e-14	3.69831058940437e-13
C7	-2.70497482255025	7.27391911278027e-21	1.06848397187735e-19
C7orf29	1.27754330290226	3.95165213240029e-23	8.00522035386006e-22
C8A	-1.03891684578026	1.27848320974808e-17	1.17946273732548e-16
C8orf32	1.00311965388204	1.82490309780285e-18	1.89428159081037e-17
C8orf4	-1.74679813753679	2.24151070967477e-28	9.77226151152685e-27
C8orf42	-1.16267851279205	1.38747937431983e-14	8.63712394062571e-14
C8orf51	1.4062283444939	4.86115698083318e-24	1.13372529474558e-22
C8orf77	1.25474834714721	2.29454443219629e-23	4.82433761173392e-22
C8orf79	-1.33720366686917	2.4369389998926e-19	2.85774001593039e-18
C9	-2.43520399864606	4.32794199087659e-19	4.92947264241293e-18
C9orf100	1.14339701301718	1.21307040486192e-23	2.67905150951733e-22
C9orf103	-1.23380664790075	7.80170210744873e-27	2.68417238622389e-25
C9orf152	1.07818587662093	4.95759027446695e-06	1.1364784313109e-05
C9orf40	1.03690447110251	2.26503868710613e-21	3.6058722961464e-20
CA12	1.98114633184633	6.30999338438798e-12	2.83218355355333e-11
CA13	-1.21138482093935	2.77843756902623e-13	1.45859213112941e-12
CA2	-1.17800449046642	8.21847628769267e-19	8.97403718968251e-18
CA3	-1.256817942953	4.15805430087226e-11	1.70499680418924e-10
CABYR	1.48564500735501	1.10234936892617e-12	5.39099021772646e-12
CADM2	-1.41540337114827	3.38004638699215e-15	2.27320405638906e-14
CAMK2B	-1.17176035982794	1.9007755592746e-20	2.60937465894812e-19
CAMK4	-1.92621409889082	1.84457435196874e-26	5.98749553781355e-25
CAND2	-1.0275034132433	3.07823972701324e-13	1.60535070260646e-12
CAP2	2.26109044269928	2.06117744778198e-39	3.99101475121692e-37
CAPG	1.04155199846943	3.22320055312779e-09	1.06387979406708e-08
CAPN6	-1.10309385026897	1.89137917024235e-07	5.12034562556912e-07
CASC5	1.55502654272057	3.15283574389857e-28	1.3359038373384e-26
CBFA2T3	-1.55907867929512	1.56531046416463e-25	4.47861681258925e-24
CBLN2	-1.61935558137293	2.92376058974315e-22	5.25771720738692e-21
CBLN4	-1.02180631718994	1.03038428536206e-05	2.28559466096297e-05
CBR4	-1.00494199714028	1.96764844923107e-23	4.21689600728388e-22
CCBE1	-2.44343882219076	1.45131719809646e-44	5.37051866282271e-42
CCDC3	-1.86536457551111	1.49222155357481e-22	2.78258379732674e-21
CCDC34	1.39331576757566	4.36607320366707e-33	3.6351925493732e-31
CCDC68	-1.20915435213034	2.91174680740473e-16	2.23439667451169e-15
CCDC99	1.62884485593782	6.83692315399871e-36	8.07435775605579e-34
CCL14	-1.51760922436793	2.65117918547756e-28	1.1496728072024e-26
CCL19	-2.9415737284455	2.70422550744471e-20	3.63444416061092e-19
CCL2	-1.88318479301819	2.45688225641337e-19	2.87909946050637e-18
CCL20	1.40196531205216	5.14236748002726e-06	1.17753992405685e-05
CCL21	-2.61552791154523	4.44450040413333e-19	5.05048232580345e-18
CCL23	-3.25451291573375	4.59884554909684e-51	5.4699982916829e-48
CCL25	1.62837535201111	3.68742286051448e-14	2.16665368642509e-13
CCL3	-1.50985032721106	2.10986263450968e-21	3.37244778327468e-20
CCL4	-1.52053335222086	5.55220354265918e-21	8.32930571102348e-20
CCL4L2	-1.36365681652771	1.21741167921204e-12	5.91893117729603e-12
CCL5	-1.08938002189405	1.84445651356545e-13	9.88220394591114e-13
CCNA2	2.45611603266606	1.27035536230672e-38	2.15856709113587e-36
CCNB1	2.81565933726888	1.7206124443655e-40	3.72099200306161e-38
CCNB2	3.33330595051305	1.78527623287791e-43	5.30864639819338e-41
CCNE1	2.23523688758138	1.28233758762395e-26	4.25368237233345e-25
CCNE2	1.83364567266574	3.00949353788225e-27	1.09658832369399e-25
CCR1	-1.44928477028625	8.15980135933482e-24	1.84115192731224e-22
CCRN4L	-1.52392466099988	1.21399909244145e-27	4.69037421979933e-26
CCT6B	-1.00102777799179	8.45191680331503e-12	3.73418197423194e-11
CD109	1.55411279181645	2.48190004108429e-18	2.5078033667558e-17
CD14	-1.44664742163231	5.38265416125861e-26	1.61790536269456e-24
CD163	-1.71187217332272	2.90251020608613e-25	7.94944078153722e-24
CD1C	-1.29504330377218	3.03012441249384e-15	2.04779349500192e-14
CD1D	-1.82126299742559	1.00724829613176e-24	2.56463281761254e-23
CD207	-1.46459639304846	9.8844802932732e-20	1.2217260252002e-18
CD226	-1.24482750518999	7.99999316820278e-26	2.35363756602319e-24
CD244	-2.00925310343436	4.18714331712218e-31	2.70249265568677e-29
CD274	-1.28350386547413	2.949361368231e-17	2.58216432722306e-16
CD300A	-1.46041373741036	8.56861850144849e-25	2.20492064273251e-23
CD33	-1.04598307304986	1.23668262991627e-16	1.00356915952075e-15
CD34	1.69659392373767	9.78014830256142e-31	5.90068947587872e-29
CD38	-1.13585074046001	6.20429388202216e-13	3.11092748339154e-12
CD3E	-1.04411789029795	2.42218617575968e-09	8.0959944196608e-09
CD4	-1.73827023536817	2.43723581850777e-31	1.60414430236329e-29
CD48	-1.06853577026577	4.61359419560378e-12	2.10481015192313e-11
CD5L	-3.29670492037935	3.32924448335345e-25	9.05859136222249e-24
CD69	-1.99794056700279	1.72481540695855e-20	2.38556651033765e-19
CD79A	-1.22424111317821	5.29115825027042e-10	1.91041559374465e-09
CD80	-1.10643601535855	5.49598735861318e-14	3.14823465757229e-13
CD8A	-1.5881451711397	1.1357728451956e-16	9.2528813200573e-16
CD8B	-1.53354007599958	4.87916383265445e-14	2.81719265400007e-13
CDA	-1.53796060986352	8.1638559827526e-13	4.03755657335302e-12
CDC2	2.61726994464986	2.63719383779557e-37	3.78573722301482e-35
CDC20	2.43342926022505	4.4478310664694e-36	5.4420730617394e-34
CDC25A	1.67792366059879	7.13676681454824e-24	1.61909320157844e-22
CDC25C	2.69467155779727	5.91243827443899e-42	1.46946152456654e-39
CDC45L	2.02598587141228	3.98805679085531e-33	3.35399604451124e-31
CDC6	2.26133215577404	2.22046825903206e-29	1.11371197136753e-27
CDC7	1.41092829793545	3.32883596434858e-21	5.14686875379132e-20
CDCA2	2.50330906140152	7.90149708877905e-35	8.27520311461313e-33
CDCA3	2.75068964756585	3.83886409357692e-42	9.83457921326815e-40
CDCA4	1.19473931860241	4.27849130760919e-22	7.50742226072795e-21
CDCA5	2.9948876313143	1.44611938576457e-45	6.68910555881992e-43
CDCA7	1.30545055941529	2.56517797350299e-13	1.35132374611743e-12
CDCA8	3.10398155020096	2.05756670271514e-48	1.63155241588631e-45
CDH13	1.83686958225343	2.09304924688641e-31	1.3941382423661e-29
CDH19	-2.39834127559752	1.73685898086352e-36	2.23150664314507e-34
CDH23	-1.00746173501759	1.24518152584628e-11	5.40671780140605e-11
CDK5R1	1.13469347942768	5.41644611823528e-20	6.97561181445119e-19
CDKN2A	2.37413398411714	7.82828442545876e-28	3.08901877376159e-26
CDKN2B	1.35605843500269	3.75742680371057e-18	3.70667483029552e-17
CDKN2C	1.8229959550289	1.63197101358008e-33	1.44550964458167e-31
CDKN3	3.2086851510248	1.63325890708395e-45	7.35054792453023e-43
