gene	logFC	pval	adj_pval
NCAPG	2.48406568341046	1.94100986851896e-40	4.14380722186893e-38
NCAPG2	1.29266784006006	3.3806406349122e-35	3.67375595084685e-33
NCAPH	2.03983299628296	2.71356739838361e-35	3.03263921596537e-33
NCOR1	-1.13482859454178	2.77222342389487e-23	5.7559930741518e-22
NDC80	2.300906590358	1.14851651389963e-37	1.7075979454872e-35
NDST3	-1.34912144467848	3.39747048334419e-35	3.67375595084685e-33
NDUFA4L2	1.10950217151841	2.94907853555016e-20	3.93809589205944e-19
NEB	1.51530429145092	4.19804635117143e-12	1.92260362595453e-11
NEIL3	2.40564352888221	9.74525140071444e-31	5.90068947587872e-29
NEK2	3.47862394174068	1.1940817913929e-46	6.41414515815307e-44
NEU1	1.0161800991646	6.11823348008802e-27	2.13586632935903e-25
NFAM1	-1.3020695397692	9.76118333290063e-25	2.48917649095653e-23
NFE2	-1.09251552252565	9.4936648499782e-14	5.25734975330352e-13
NGFR	-2.66162375967851	1.59580786236064e-31	1.07584585117528e-29
NHEDC2	-1.11351520041305	1.69880376541473e-26	5.54676084346786e-25
NKX3-1	-1.19461147926472	2.34341833646873e-16	1.82775654046264e-15
NLGN4X	-1.12769376576199	6.03593783725135e-09	1.92881283565361e-08
NLRC4	-1.04370625392165	5.1130302083393e-20	6.62585050811409e-19
NME5	-1.89176304963324	1.35182520799908e-28	6.00282489696017e-27
NNMT	-1.80055003829872	1.62059162539655e-19	1.94845427769699e-18
NOSTRIN	-1.1438806621335	1.41610490592875e-23	3.09056079862721e-22
NOTCH3	1.16379451139621	3.8119059575577e-16	2.88920609946522e-15
NPC1L1	-1.72414852897911	4.35107383040718e-10	1.58786064922069e-09
NPFFR2	1.37133330742187	7.36705562846362e-08	2.08597534985846e-07
NPR3	-1.26640371811733	2.21168140562393e-10	8.3304498453856e-10
NPTX2	-1.25105954470141	1.14752530019485e-05	2.53060406553367e-05
NPW	-1.0871063357544	1.20430421111466e-12	5.85862510180583e-12
NPY1R	-3.40595513033313	2.3637212556445e-34	2.34289799696382e-32
NPY5R	-1.14218466999984	1.39713854213833e-26	4.61610138962053e-25
NQO1	1.8753747511627	1.00661098112912e-11	4.40991477447041e-11
NR1I2	-1.58141658335835	8.7622045250658e-12	3.86614281270259e-11
NR1I3	-1.25030658093835	1.6121569356517e-08	4.90689769557158e-08
NR3C2	-1.26064339258877	3.70040692057574e-18	3.65258897696664e-17
NR4A1	-1.30885502050145	1.8017099491288e-19	2.15377416172956e-18
NR4A2	-1.51698757242495	1.04540069356945e-17	9.78527956678951e-17
NR4A3	-2.05237246774503	1.20515083948576e-26	4.02167771124587e-25
NR6A1	1.22616346069605	1.49884813459554e-24	3.69213300847411e-23
NRG1	-2.05708289393494	4.67333291356967e-23	9.35340621114929e-22
NRG4	-1.19467298140421	6.72223301476825e-10	2.39440907298227e-09
NSMCE2	1.08966881895835	1.8606063026999e-26	6.02778524368847e-25
NT5DC2	1.26381173224555	4.72007134945288e-14	2.73101557022548e-13
NTF3	-2.81036654876765	8.75410737463358e-44	2.69950733337775e-41
NTN4	-1.55974055241999	5.81459312947461e-33	4.72315145326884e-31
NTRK2	-1.65000856947066	5.21083259465327e-24	1.2068259299884e-22
NUDT10	-2.81978306673983	1.45410356483651e-47	9.22939567479633e-45
NUF2	3.21800358415981	2.11479108701481e-41	5.03078588299579e-39
NUSAP1	2.08010640884424	1.91261686497393e-39	3.79153524232688e-37
NXF3	-2.87571663147892	1.77092648386841e-52	2.68086070994334e-49
OAT	-1.71647512330806	3.48011723539986e-17	3.01513591071167e-16
ODAM	1.37910479973491	4.84731008843532e-06	1.11226963748967e-05
ODZ1	-1.7881508257605	1.30871433635692e-12	6.34246540425361e-12
OGDHL	-1.73438090328197	1.25158053376108e-16	1.01466986602676e-15
OIP5	1.43300406446802	1.2662491750082e-30	7.47715647597043e-29
OIT3	-4.48318087874747	4.96813733244856e-54	8.27294228599334e-51
OLFM1	-1.60090931344599	3.46707546920173e-25	9.4109385690144e-24
OLFML1	-1.12876585121435	1.96910111448432e-11	8.37320524984499e-11
OLFML2A	1.68964102391094	2.00993482127323e-23	4.30198388738328e-22
OLFML2B	1.61305425634617	5.13075087180021e-23	1.02197683633035e-21
OLFML3	-2.61294928775132	1.52143099760441e-31	1.02987272244344e-29
ONECUT2	1.06956403888935	1.00592202672171e-20	1.44277464159947e-19
ORC1L	1.38551351382074	6.56627902732179e-28	2.63473923766175e-26
ORC6L	2.21520978745838	6.54065306175738e-28	2.63079600928463e-26
OSBPL3	1.05704973733583	9.92322607439205e-16	7.11022205640174e-15
OSR2	1.00678099849424	4.58545736513946e-12	2.09254689077288e-11
OTC	-1.52457563825721	9.53408322785085e-10	3.34094179103898e-09
OTUB2	1.09672660659241	5.36364246254074e-23	1.06454558148067e-21
OTX1	1.40118791665003	1.70898049390999e-17	1.55253372529128e-16
OXT	-1.63202681317794	2.48027929899778e-15	1.69199552998407e-14
P2RY12	-1.25126743778337	2.6139576658445e-26	8.25951101549195e-25
P2RY13	-1.83695804181398	3.89446961359664e-25	1.04936420721054e-23
P4HA2	1.0311715500746	4.55804715628681e-19	5.1668210514968e-18
PACRG	-1.02421767699246	3.46789237402851e-07	9.10985073549816e-07
PAFAH1B3	1.08763581932389	1.84407788314474e-16	1.46374725771214e-15
PAGE2B	2.07937210655536	8.65328436677982e-10	3.04382110848368e-09
PAGE4	2.2490940783002	1.71452377044195e-10	6.55574048803658e-10
PAIP2B	-1.86731348980969	1.22555830272531e-20	1.73685079633888e-19
PAK6	2.19114644037347	1.40378666278273e-38	2.33355696885329e-36
PALM2	-1.38256399611829	1.69070175076526e-19	2.02689456830404e-18
PAMCI	-1.44546655361018	2.31782109738364e-16	1.80863903062945e-15
PAQR4	1.17817482479239	8.05410239832617e-19	8.80610066558946e-18
PBEF1	-1.05414999911741	1.00824188935955e-16	8.25024272315249e-16
PBK	3.56109876014986	4.07333137633372e-42	1.02771384967741e-39
PBLD	-1.31280075296437	1.17842537858969e-17	1.0907197741842e-16
PBX1	-1.14464838019651	1.77540764277682e-13	9.52144543237344e-13
PCDH18	-1.17656615140655	1.77038372684609e-15	1.23194441368329e-14
PCDH9	-1.83270994434001	1.13101114929621e-28	5.11782545056534e-27
PCK1	-1.5543975890275	1.64933618471783e-14	1.01608383825088e-13
PCOLCE	-1.36611908240071	5.19440623087427e-16	3.85803981072785e-15
PCSK9	1.08697521517861	5.84492775285042e-14	3.33435207058805e-13
PDCD1LG2	-1.11668351940189	1.78244100228401e-22	3.29425167258971e-21
PDE11A	-1.70952236270894	1.85428085180741e-14	1.13478444484737e-13
PDE1A	-1.15887363818189	8.03174777129635e-12	3.56082704706142e-11
PDE2A	-1.03634363729686	4.74113040490225e-30	2.59584372552938e-28
PDE4B	-1.39231129398935	2.12958297048979e-19	2.52217749819318e-18
PDE7B	-2.47461701811503	9.61556622729548e-41	2.10682116864374e-38
PDGFRA	-2.89178605232965	1.055125504956e-23	2.35206826084703e-22
PDZRN3	-2.32134323509605	2.55261846807895e-20	3.45017879305607e-19
PDZRN4	-2.49404109869189	6.39993081210162e-34	5.98717122938855e-32
PEA15	1.10448610502112	4.24714843836169e-26	1.30006462859557e-24
PEG10	2.82528329144338	3.92671870245264e-15	2.62495864444968e-14
PEG3	-1.10845236993278	6.74297218689215e-05	0.000135756223982745
PELI2	-1.83437152915883	4.1014411298412e-30	2.26900989016995e-28
PEMT	-1.39221598472181	2.3627155960534e-21	3.75419275815661e-20
PEX11G	-1.1346838410936	4.98809091699259e-20	6.48198174641202e-19
PFKFB1	-1.03198728477095	8.19157836332886e-09	2.57467276153553e-08
PFN4	1.06106456071227	3.11562823387622e-15	2.10131394696261e-14
PGA3	-1.78086468865725	5.09406295507712e-28	2.0893186287671e-26
PGC	1.74094540252992	4.65312284751223e-10	1.68920430906417e-09
PGM5	-2.20465759849655	1.47816029094867e-25	4.24384916635815e-24
PHACTR3	-1.91961678808807	1.16808619380978e-41	2.81898134772759e-39
PHGDH	-1.38654786352595	6.08875938444902e-16	4.47243146316035e-15
PHLDA1	-1.52362200803055	9.14134172105209e-20	1.13513514048441e-18
PHYHD1	-1.52436743232883	1.33332895158664e-19	1.61356058879511e-18
PHYHIPL	1.23814453972138	1.01638970919339e-14	6.42312009012842e-14
PI15	1.52487840149305	9.96853081231751e-12	4.37176652848858e-11
PI3	1.07795281728644	2.51025971720574e-07	6.69134701631343e-07
PIGZ	1.23305067929956	4.04714526787037e-15	2.70004258816416e-14
PIK3C2G	-1.40728936016127	1.1741438864324e-11	5.11025718684589e-11
PKHD1	-1.93372666892192	1.54387185754472e-23	3.35620811642751e-22
PKHD1L1	-1.04084511059368	1.09200100568927e-07	3.03927807901348e-07
PLA1A	-1.0094202881441	1.09319893882135e-11	4.77418010208577e-11
PLA2G1B	1.20028612651571	4.67157620117425e-11	1.90425966429756e-10
PLA2G2A	-2.02176109528089	2.09425463500428e-10	7.9114174641768e-10
PLA2G4A	-1.18911350611053	7.38840437086339e-15	4.74659373393585e-14
PLA2G5	-1.16967647247415	1.0534693995978e-20	1.50578304224056e-19
PLAC8	-3.5821723334472	7.62503159610078e-44	2.44176973342827e-41
PLCB1	1.27028238588152	3.67315965592772e-18	3.62784428176207e-17
PLCE1	1.51447044114701	5.11726478076934e-23	1.02051129496253e-21
PLCXD3	-3.08787499854239	1.19658494462291e-26	4.00916146838244e-25
PLEK2	-1.11117710914887	4.68781172372128e-06	1.07785226855176e-05
PLEKHH2	-1.14489328232814	3.10188950200535e-10	1.1498812107612e-09
PLEKHK1	1.09438163935059	1.24749075919013e-18	1.33161641807911e-17
PLGLB1	-1.18088024812779	6.70339751883485e-16	4.89154143223654e-15
PLGLB2	-1.3484879793656	2.40737171425944e-16	1.8741259366923e-15
PLIN	-2.47939308043716	3.68968384643908e-24	8.67805302413891e-23
PLK1	1.4356051415496	1.32172499612126e-28	5.88485685438804e-27
PLK4	1.51580399996827	3.72734871779865e-26	1.15153637938373e-24
PLP1	-2.32723328507681	1.01986926953942e-30	6.13099750049472e-29
PLSCR1	-1.01784748878058	3.07988077231523e-21	4.80534009631199e-20
PLSCR4	-1.1054494488775	1.74233264531745e-26	5.67775405280354e-25
PLTP	-1.05187081540124	1.0066820092782e-10	3.9545338095071e-10
PLVAP	1.88645939063229	3.06810956678204e-33	2.60664084214564e-31
PLXDC1	1.45259321976942	5.89194646044589e-19	6.56272190363511e-18
PLXNC1	1.35820051380732	6.89416057986152e-15	4.45485300643594e-14
PMCH	1.19735317242893	2.27034048563767e-18	2.30804088930637e-17
PMFBP1	1.14473773197692	2.16924080681154e-15	1.49080470140428e-14
PNMA2	-1.96338171755086	3.65607637158375e-20	4.82416669885995e-19
PNRC1	-1.37827659241164	7.48483747067779e-24	1.69344447774085e-22
PODN	-1.17541691152816	3.97160467347856e-16	3.00068788669532e-15
PODXL	1.25887702419639	7.37095397997687e-21	1.08141960946762e-19
POLE2	1.36793541540551	1.52232468702e-19	1.83428007874509e-18
POLQ	2.47604521436696	5.61926209851212e-36	6.73052017333611e-34
POU2AF1	-2.1373898076023	8.9966437441001e-14	4.99511360323354e-13
PPAP2B	-1.11109702903682	2.3044904662454e-26	7.37943099243464e-25
PPAPDC1A	-2.08055668270877	3.76358385069354e-27	1.34776770498385e-25
PPBP	-1.98800059586578	1.07949290210912e-27	4.18039902463279e-26
PPP1R1C	-1.31749612682193	2.90709430367003e-09	9.64129343650933e-09
PPP1R3B	-1.04856748256581	4.3142232782523e-13	2.21107488610473e-12
PPP2R2C	1.05180851666256	5.1663489258998e-07	1.3278290216713e-06
PRAME	1.66133277295213	4.12863591830565e-09	1.34804010414952e-08
PRC1	2.69646148549752	3.13305743724099e-45	1.30429181112342e-42
PRELP	-2.16197902170543	3.93320252648116e-16	2.97572414679529e-15
PRF1	-1.03698918518795	2.0559557849571e-16	1.61871280052509e-15
PRG4	-1.17055390117394	1.10951525872657e-08	3.43349713590685e-08
PRICKLE1	-1.42064118862577	8.80005598414839e-21	1.27315923035638e-19
PRICKLE2	-1.17452725430673	1.17674868559148e-13	6.43732559542356e-13
PRIM1	1.34614704029453	5.8887882068335e-29	2.80171717771976e-27
PRIM2	1.03845730491665	5.51077880023121e-28	2.23818264832805e-26
PRIMA1	-2.01600840548197	6.71812055563829e-31	4.17425908554063e-29
PRKAR2B	-2.71066795362785	1.91171172271198e-36	2.4116533035303e-34
PRKCB1	-1.16327425696753	5.7242299816059e-17	4.8190029147473e-16
PRKG1	-1.09565386288741	6.27134863567087e-16	4.59035153763478e-15
PRND	1.89246238564165	9.02361262031485e-15	5.74612609382344e-14
PRODH	-1.60769108672754	5.93567798195788e-12	2.67643947347854e-11
PRODH2	-1.1206217822343	6.27395998478793e-14	3.55353679138397e-13
PROK2	-1.80246853326835	3.53368726030947e-25	9.55242861342099e-24
PROM1	-3.1410140380153	3.44342580568409e-26	1.06778261668997e-24
PROZ	-1.9191443699726	4.42987609850707e-25	1.18786307234042e-23
PRR11	1.25766868935031	7.65308503300631e-21	1.1188689373979e-19
PRSS8	-1.409682157528	9.6037584184591e-10	3.36394163197688e-09
PRUNE2	-1.07324507689889	5.09449506969642e-14	2.93135908433258e-13
PSCDBP	-1.58483521553378	5.16845586650335e-18	4.99507412008205e-17
PSRC1	1.24591942996613	4.29906763124527e-23	8.64590268061549e-22
PTGDS	-2.07497393404775	4.42331136433304e-13	2.26288727615588e-12
PTGER2	-1.32202789320596	4.35189350283643e-20	5.69267326074095e-19
PTGFR	1.49502692162876	2.1146374524604e-09	7.12235899238888e-09
PTGIR	-1.73141942064784	6.9898800901847e-24	1.59664586092943e-22
PTGIS	-2.59981209193245	7.92624514663374e-18	7.51211349924559e-17
PTGS1	-1.32136300558416	1.71027500757392e-19	2.04741189260395e-18
PTGS2	-2.62551884810394	3.59023114132901e-28	1.50971032740936e-26
PTHR1	-3.09360794622591	1.36289504002336e-50	1.33499577685112e-47
PTN	-1.55071117810904	1.02246397597646e-28	4.66467674738633e-27
PTPN13	-1.13779856432203	1.87174183073153e-31	1.25173674559604e-29
PTPN22	-1.01896229871699	9.04557335888591e-12	3.98694779174611e-11
PTPRB	-1.66967932318463	5.25382797992045e-32	3.77098032420842e-30
PTPRC	-1.05893934455755	1.43028044108529e-14	8.89358846338772e-14
PTTG1	2.60242092493669	1.92598309805325e-42	5.09070961091788e-40
PVALB	-2.66341351386593	1.49896352203211e-47	9.22939567479633e-45
PVRIG	-1.20261951592418	5.21722661007055e-15	3.43117130769726e-14
PXMP4	1.09104013522388	5.37888761768277e-25	1.42173391443894e-23
PYCR1	1.15370541015033	8.7601376630574e-12	3.86614281270259e-11
PYGO2	1.16735439200727	2.0023901064872e-29	1.02281595255291e-27
PZP	-3.54368165454165	3.17025990545908e-26	9.8675080272345e-25
RAB11FIP4	1.60951500520405	6.54729758072043e-31	4.08335577955643e-29
RAB20	-1.02028092986292	3.32112874046985e-22	5.92113873515031e-21
RAB25	-2.80298258181453	8.58996179675772e-26	2.51388477749753e-24
RAB3B	2.10861530576372	8.63119796003116e-19	9.39390251179339e-18
RACGAP1	1.85170778976645	8.57357769881897e-44	2.69372105359875e-41
RAD51	1.88775745130787	7.43370496904507e-35	7.83456045218598e-33
RAD51AP1	2.29385129118305	2.53551453590751e-35	2.8722032688389e-33
RAD54L	1.03863965266795	6.02460531071214e-22	1.0385272011799e-20
RAG1	-1.0583213886129	3.59101116411109e-13	1.85879757242082e-12
RAI2	-1.31933660266028	2.01512934191605e-15	1.39351884558082e-14
RALYL	-1.15971543971111	5.64586562918869e-09	1.81181257385335e-08
RAMP3	-1.62892359336805	1.48021675627801e-27	5.67939387685284e-26
RANBP3L	-1.88893405305814	7.32219761329661e-20	9.26949883895063e-19
RARB	-1.32858089843563	1.45539655093435e-22	2.71695777647521e-21
RASD1	-1.54199563350855	2.76349042358483e-13	1.45166064774557e-12
RASD2	1.02543559617376	2.14125714511428e-21	3.41862070761678e-20
RASGEF1B	-1.53308485972483	5.46948395620492e-27	1.91340014367068e-25
RASGRF2	1.1388623323469	8.67313222852789e-25	2.22534665438284e-23
RASL11B	-1.40558117485256	4.634957468925e-10	1.68297670677146e-09
RASL12	1.15626641752108	7.12942009179596e-18	6.78394876391922e-17
RBM24	1.53797510729727	1.73235295187636e-12	8.28464714378091e-12
RBM35A	-1.27489857581058	1.2545522243784e-05	2.75458908759878e-05
RBMS3	-1.8655314609985	2.93147942622515e-29	1.45716404195526e-27
RBP1	-2.13868411492611	7.44360304756637e-20	9.40446721912558e-19
RBP5	-1.19547379411942	9.66530613391932e-13	4.75751338285618e-12
RCAN1	-1.03844887278401	1.04075564598701e-25	3.01927927125013e-24
RCL1	-1.14380423998187	1.11285908242139e-17	1.03584848745003e-16
RDH16	-1.78199819273524	9.06041513046051e-15	5.76735599206531e-14
RDM1	1.39571665862261	1.15326596386645e-24	2.88351123578139e-23
REG1A	1.65947730831818	1.47124211398696e-05	3.20837135700772e-05
REG3A	2.29417490143107	2.09918026062949e-08	6.30738897509966e-08
RELN	-2.55452075525458	7.59151146849846e-14	4.24920500751047e-13
REN	1.05449154669617	1.83572092426924e-09	6.22701666957249e-09
RFC3	1.03784227531522	5.70888341541537e-32	4.04529049504242e-30
RFC4	1.37094911036231	1.4424819968941e-32	1.10692212959818e-30
RFPL1	-1.88159862900546	6.57428345775778e-20	8.38246310402623e-19
RFPL4B	1.02983064875425	1.45197731288253e-06	3.5363940637882e-06
RGAG4	-1.42742490899106	2.12453270436114e-23	4.51246410625276e-22
RGS1	-1.0147202934085	4.9103186847959e-09	1.58616152743397e-08
RGS18	-1.31075718614732	7.92392378065534e-19	8.67515968412049e-18
RGS2	-1.0825120780432	3.29831105305973e-12	1.52565210154307e-11
RIC3	-1.19035066765803	2.97641491255093e-17	2.60448035332623e-16
RNASEH2A	1.58983167057944	1.00766861888502e-34	1.04221725724679e-32
RND1	-1.10689339853313	2.55477247648178e-11	1.07185868678192e-10
RND3	-2.0304783880435	3.7418594411994e-39	6.92327149053916e-37
RNF125	-1.37697234744151	1.09350257848652e-19	1.34086928843576e-18
RNF150	-1.82360918544765	1.44804504104802e-25	4.16456753428872e-24
RNF152	-1.49677454611188	4.15417927715767e-24	9.72930989074959e-23
RNF157	1.22865742333436	4.55085328453503e-14	2.63585422240269e-13
RNF165	-1.09658216786563	1.37814049965605e-17	1.26300471107719e-16
RNF43	1.43586450537133	1.61294257236533e-15	1.13041749642371e-14
ROBO1	1.15701335942316	9.54791355083497e-15	6.05914087075091e-14
ROPN1B	-1.42821030063801	8.71331866878313e-19	9.47708572649096e-18
RP11-35N6.1	1.1792046939959	1.53514705438929e-12	7.37543818513862e-12
RP13-36C9.1	1.08306113864402	6.18205462486885e-05	0.000125098521829282
RP4-621O15.2	1.45467684429774	2.11254132564609e-12	9.99376083939166e-12
RP6-166C19.11	1.51384745999361	3.76087263320601e-06	8.74455126300216e-06
RPL39L	1.28088165734306	1.61794015156637e-10	6.21354691048968e-10
RRAGD	1.02841191765658	2.37948694338626e-15	1.62590137797571e-14
RRM2	2.7222747713896	1.45508743841443e-38	2.37550157102716e-36
RSPO3	-4.38556669659987	3.37694057016485e-43	9.53098548718392e-41
RUSC1	1.05647560015812	6.42331067726695e-22	1.09816190346868e-20
RXFP1	-1.16245663856702	6.75692095612783e-21	9.97484465970218e-20
S100A12	-1.94529546821042	1.42322202748217e-28	6.28633771926609e-27
S100A8	-1.72479680965187	3.65047230473118e-19	4.20384957250232e-18
S100P	1.72480298735706	1.29936020140502e-08	3.99132006526404e-08
SAA1	-1.2924899791174	1.07746878014091e-08	3.33866954352558e-08
SAA4	-1.03786415932193	8.15890999185677e-13	4.03630924493164e-12
SAMD5	-2.15096695789767	4.04679499987598e-17	3.46463909192467e-16
SAMSN1	-1.18590881726734	2.8025985912502e-15	1.90174701473098e-14
SARDH	-1.09447621688129	7.11197076488392e-18	6.77121424681802e-17
SASS6	1.16694356543052	1.23679135756056e-28	5.53630367905873e-27
SCARA5	-2.80700559752919	7.28264861447692e-29	3.38744873542653e-27
SCD	1.19806093054635	1.62311335187697e-17	1.47775197022719e-16
SCD5	-2.00493747224489	6.40920494984363e-22	1.09687647301949e-20
SCGB1D2	1.35110501202631	1.29354854943608e-08	3.97493457191542e-08
SCGN	1.05641042964209	1.86648463162349e-06	4.48107008157357e-06
SCN3A	-1.03419443317983	5.04624074754994e-12	2.29276946598094e-11
SCTR	-1.04029936364444	1.59105167187497e-10	6.11310393171713e-10
SDC3	-1.02868994384759	5.46125931456733e-20	7.02788949815883e-19
SDPR	-1.40236351123012	1.02421947795669e-19	1.26211348743961e-18
SDS	-2.1435684720302	1.09927935931532e-13	6.0313673447508e-13
SELE	-1.81368724478111	2.96978535763112e-16	2.27474083602914e-15
SELL	-1.15383315526591	1.54580825217824e-15	1.08565158225525e-14
SELP	-2.19380996994688	9.9219221799407e-22	1.65550950040454e-20
SEMA3E	-1.09109504660253	9.11246249253068e-14	5.05465441124653e-13
SEMA5B	1.50283087791836	2.78527734899181e-23	5.77589519494541e-22
SEMA6A	-1.15946547282143	2.81222219614783e-11	1.175724931214e-10
SEMA6C	1.02312630538943	1.01414588310524e-17	9.51411675801044e-17
SEMA6D	-1.74973581555663	2.27528116932848e-30	1.30648213902268e-28
SEPT3	1.40190750777648	1.55807962252752e-11	6.70937209059435e-11
SERPINA11	-1.88128265976771	1.12286350998448e-17	1.04399347673152e-16
SERPINA4	-1.26220881841564	7.08342304463758e-13	3.5283625647414e-12
SERPINA7	-1.11252077501882	3.84001154898935e-08	1.12103562962431e-07
SERPINB8	-1.60683542269285	2.14875371137905e-22	3.93630877908514e-21
SERPINB9	-1.06824587731131	2.65906990373169e-22	4.81815364928619e-21
SERPINE1	-1.01858058539189	7.89598379437472e-08	2.22665405832223e-07
SERPINI1	1.26545325411188	1.85619224541521e-19	2.2157213814089e-18
SERTAD1	-1.13897058799405	2.24177510053042e-28	9.77226151152685e-27
SEZ6L2	1.24926684270514	6.62302096372305e-07	1.68068492971527e-06
SFN	1.77354000540168	7.52211000393182e-17	6.234851955474e-16
SFRP1	-2.90592709522015	2.91686271969053e-47	1.67488268994092e-44
SFRP4	1.40256715397182	3.8122190356136e-07	9.96719600895551e-07
SFRP5	-3.42785129866667	1.24233077281777e-38	2.13271051844963e-36
SFTPD	-1.05657352266105	1.35137904142463e-11	5.84497760981893e-11
SGMS2	-1.21405642538785	1.74156179659093e-18	1.81935301360302e-17
SGOL1	1.67576333050507	4.85853494178758e-33	3.98543467244565e-31
SGOL2	1.83380080989542	1.4474506097361e-34	1.46969192398327e-32
SH2D1A	-1.35410307085815	3.83838394954129e-15	2.56796984844361e-14
SH3GL2	-1.08170162296784	1.6314283861875e-15	1.1428921113502e-14
SH3PXD2B	1.09927175866001	1.11888365866901e-19	1.37098239029848e-18
SH3RF2	1.05573963688193	6.8962028207997e-13	3.44334540845447e-12
SHBG	-2.9037664194052	1.78971660252736e-27	6.74261558038136e-26
SHCBP1	2.02951606428439	8.31277669706331e-28	3.25704370728231e-26
SHMT1	-1.22091204661241	5.07208923462902e-15	3.34232013989088e-14
SHOX2	1.22245716231186	1.00274627768187e-10	3.94093250317641e-10
SIGIRR	-1.23029075633536	1.13839257668416e-19	1.39283711880563e-18
SIGLEC1	-1.60799883945516	2.90894429427691e-24	6.9697468184603e-23
SIGLEC10	-1.13761583231573	2.08222105871687e-16	1.63784341378145e-15
SIGLEC11	-1.34406538334386	7.26313900181022e-34	6.75674808146055e-32
SIGLEC5	-1.13619181888285	2.17189256636221e-19	2.56681015011097e-18
SIGLEC7	-1.74192984289941	2.67328518847808e-28	1.15624792100096e-26
SIGLEC9	-1.39197953197762	1.0744425981636e-24	2.70675009752197e-23
SIGLECP16	-1.41700506811304	2.84925755378734e-21	4.48448362813486e-20
SIX2	1.30249860758785	5.54795055488227e-12	2.50908399347908e-11
SIX4	1.98557243567877	4.19110864547354e-16	3.15222859821253e-15
SKAP1	-2.08176283791876	3.12672838112931e-21	4.87055949509498e-20
SLA2	-1.19689222719759	1.99711541633967e-15	1.38220972206518e-14
SLAIN1	-1.97953865079462	1.69209493389052e-15	1.18191127680977e-14
SLAMF6	-1.0779814691083	1.20191251005113e-12	5.84869874850128e-12
SLAMF7	-1.21945432830958	2.59262336215217e-12	1.21304760400556e-11
SLC10A1	-1.85596077417157	5.68769637630468e-11	2.29603684989638e-10
SLC13A5	-1.19084846150789	6.64433918436198e-08	1.8900159907413e-07
SLC14A1	-1.53917142588451	6.93195716824144e-26	2.05028331732782e-24
SLC16A13	-1.08218126862435	1.61831342759568e-22	3.01096706104171e-21
SLC16A14	-1.11620507654168	2.26909910887516e-09	7.60109401749933e-09
SLC16A4	-2.42948620881538	4.95636042172019e-26	1.49788228207776e-24
SLC17A1	-1.42107507463184	3.75872251583985e-12	1.7302134321928e-11
SLC17A2	-1.23269788046286	2.46960807596911e-12	1.1577678401193e-11
SLC17A3	-1.26112035956199	2.03319133097633e-16	1.60230487664069e-15
SLC17A8	-1.86276285358167	2.76693161104731e-26	8.70981950607935e-25
SLC19A3	-1.73856714145931	1.20816750648751e-22	2.27856882558794e-21
SLC1A1	-1.74386340474322	6.42349688577888e-12	2.88079908812254e-11
SLC1A2	-1.91894344478226	1.81652433412412e-12	8.66726739594119e-12
SLC22A1	-2.5953164877268	3.97780606267439e-17	3.41159940561084e-16
SLC22A10	-2.04850622811967	4.61253198305392e-21	6.96354329844188e-20
SLC22A7	-1.30003005984682	3.546168648307e-07	9.30520017831834e-07
SLC24A3	-1.3018720002627	5.63774870941382e-14	3.22278721281012e-13
SLC26A3	1.22498513634262	8.63672066315963e-06	1.92967492932959e-05
SLC26A6	1.86522656408746	3.77684759609636e-43	1.03101747819994e-40
SLC26A7	1.15644574894513	1.94963829114395e-14	1.19051620183825e-13
SLC27A2	-1.06241128698937	8.67446322590768e-14	4.82616644296073e-13
SLC27A5	-1.52324042942021	1.23017999890737e-15	8.73558948477844e-15
SLC28A1	-1.4576038007059	8.41163292054125e-12	3.71934443422339e-11
SLC28A3	-1.20771351755818	2.11379604451727e-23	4.49539358024287e-22
SLC2A3	-1.32277018514251	7.30494792045539e-16	5.3095588289578e-15
SLC2A9	-1.36005751633166	8.87131075847739e-16	6.39225732367657e-15
SLC39A5	-1.53144656285463	2.02659148589992e-14	1.23433801840547e-13
SLC3A1	-1.05596812570224	3.97072100827966e-11	1.63300682217518e-10
SLC41A2	-1.04664009231446	3.12290253181756e-15	2.10536732630874e-14
SLC44A5	1.68345429342021	1.68585203127103e-13	9.06451663697942e-13
SLC46A3	-1.21420405719345	7.50194441793579e-13	3.72680126633254e-12
SLC4A10	-1.15120322592837	4.91431176602377e-19	5.55554104058573e-18
SLC4A4	-1.9761604768685	1.12367731827276e-21	1.85629709363868e-20
SLC5A1	-2.44232483762864	2.85600673151419e-37	4.04605712923179e-35
SLC6A12	-1.20052755119243	1.09343994219279e-10	4.27517302592026e-10
SLC6A13	-1.25136505594231	4.71332791907002e-12	2.14795666415856e-11
SLC6A16	-1.18226300499366	2.77256632746444e-16	2.13447870942847e-15
SLC7A11	2.00112611284976	1.11800617989135e-17	1.04005803952798e-16
SLC7A2	-1.10812143620654	2.104571695016e-19	2.49610597331955e-18
SLC7A8	-1.5547108630778	1.46335322317867e-34	1.47683381044674e-32
SLC8A1	-1.18204204230326	3.50141728285146e-25	9.48058546244594e-24
SLC9A9	-1.39913681890877	4.42008702666423e-26	1.34558115480828e-24
SLCO1B3	-4.14443833923864	1.11944278395667e-21	1.85295368618855e-20
SLCO4A1	-1.53747663091653	5.95078771733352e-21	8.855452821183e-20
SLCO4C1	-1.60447377488759	2.94636585763542e-10	1.09466497682608e-09
SLITRK2	-1.93536000253089	4.68374000420773e-31	2.97685643320867e-29
